word-list-01.html,1,Abhor,hate
word-list-01.html,1,Bigot,"narrow-minded, prejudiced person"
word-list-01.html,1,Counterfeit,fake; false
word-list-01.html,1,Enfranchise,give voting rights
word-list-01.html,1,Hamper,hinder; obstruct
word-list-01.html,1,Kindle,to start a fire
word-list-01.html,1,Noxious,harmful; poisonous; lethal
word-list-01.html,1,Placid,calm; peaceful
word-list-01.html,1,Remuneration,payment for work done
word-list-01.html,1,Talisman,lucky charm
word-list-01.html,2,Abrasive,rough; coarse; harsh
word-list-01.html,2,Bilk,cheat; defraud
word-list-01.html,2,Covert,hidden; undercover
word-list-01.html,2,Engender,cause
word-list-01.html,2,Hangar,storage area (like garage) for a plane
word-list-01.html,2,Knotty,complex; difficult to solve
word-list-01.html,2,Nuance,something subtle; a fine shade of meaning
word-list-01.html,2,Plagiarism,taking credit for someone else's writing or ideas
word-list-01.html,2,Renown,fame
word-list-01.html,2,Tangent,going off the main subject
word-list-01.html,3,Abasement,humiliation; degradation
word-list-01.html,3,Billowing,swelling; fluttering; waving
word-list-01.html,3,Cower,recoil in fear or servility; shrink away from
word-list-01.html,3,Enhance,improve; make better or clearer
word-list-01.html,3,Harangue,"noisy, attacking speech"
word-list-01.html,3,Labyrinth,a maze
word-list-01.html,3,Nullify,to counter; make unimportant
word-list-01.html,3,Plaintiff,petitioner (in court of law)
word-list-01.html,3,Replete,full
word-list-01.html,3,Tangible,can be touched
word-list-01.html,4,Abrogate,cancel; deny; repeal
word-list-01.html,4,Blasphemy,speech which offends religious sentiments
word-list-01.html,4,Credible,believable
word-list-01.html,4,Enigma,puzzle; mystery
word-list-01.html,4,Harbingers,indicators; bringers of warnings
word-list-01.html,4,Labyrinthine,complicated; highly convoluted
word-list-01.html,4,Nuzzle,cuddle; snuggle
word-list-01.html,4,Plaudit,statement giving strong praise
word-list-01.html,4,Reprehensible,shameful; very bad
word-list-01.html,4,Tardy,slow; late; overdue; delayed
word-list-01.html,5,Absolution,forgiveness; pardon; release
word-list-01.html,5,Blatant,obvious
word-list-01.html,5,Creditable,praiseworthy
word-list-01.html,5,Ensconce,establish firmly in a position
word-list-01.html,5,Hasten,hurry; accelerate; rush
word-list-01.html,5,Laceration,a cut
word-list-01.html,5,Obdurate,stubborn
word-list-01.html,5,Plausible,can be believed; reasonable
word-list-01.html,5,Reprieve,a respite; postponement of a sentence
word-list-01.html,5,Tawdry,of little value; gaudy
word-list-01.html,6,Abstain,desist; go without; withdraw
word-list-01.html,6,Blighted,damaged; destroyed; ruined
word-list-01.html,6,Credulous,gullible; ready to believe anything
word-list-01.html,6,Enshroud,cover
word-list-01.html,6,Haughtiness,arrogance; pride
word-list-01.html,6,Lachrymose,tearful; sad
word-list-01.html,6,Obfuscate,deliberately make something difficult to understand
word-list-01.html,6,Plethora,an excess
word-list-01.html,6,Repudiate,shun; eschew
word-list-01.html,6,Tedium,boredom
word-list-01.html,7,Abstemious,self denying; refraining from indulging
word-list-01.html,7,Blithe,free-spirited; carefree
word-list-01.html,7,Crepuscular,active at dawn and dusk
word-list-01.html,7,Enunciation,clear pronunciation; accent; articulation
word-list-01.html,7,Headstrong,stubborn; willful
word-list-01.html,7,Lackluster,dull; monotonous; bland
word-list-01.html,7,Objective,unbiased; not subjective
word-list-01.html,7,Pliable,flexible; not stubborn
word-list-01.html,7,Rescind,retract; repeal
word-list-01.html,7,Temper,to moderate; soften
word-list-01.html,8,Abstruse,difficult to understand; obscure
word-list-01.html,8,Blunderbuss,1. ancient weapon (type of gun); 2. a clumsy person
word-list-01.html,8,Cringe,recoil; flinch; shy away
word-list-01.html,8,Envenom,to cause bitterness and bad feeling
word-list-01.html,8,Hedonism,self indulgence; pleasure-seeking
word-list-01.html,8,Laconic,using few words; brief; to the point
word-list-01.html,8,Oblique,indirect; slanting
word-list-01.html,8,Plumage,feathers of a bird
word-list-01.html,8,Resignation,acceptance of fate
word-list-01.html,8,Tenacious,stubborn; resolute; holding firm to a purpose
word-list-01.html,9,Accolade,tribute; honor; praise
word-list-01.html,9,Bolster,support; prop up
word-list-01.html,9,Cryptic,puzzling; enigmatic
word-list-01.html,9,Ephemeral,short-lived
word-list-01.html,9,Hedonist,a pleasure seeker
word-list-01.html,9,Lamentation,expression of regret or sorrow
word-list-01.html,9,Obliterate,destroy; demolish; eradicate
word-list-01.html,9,Plummet,fall suddenly and steeply
word-list-01.html,9,Resolution,determination
word-list-01.html,9,Tentative,not certain
word-list-01.html,10,Acquiesce,to agree to; give in to
word-list-01.html,10,Bombast,"arrogant, pompous language"
word-list-01.html,10,Curtail,cut short
word-list-01.html,10,Epicure,someone who appreciates good food and drink
word-list-01.html,10,Heed,listen to
word-list-01.html,10,Lampoon,ridicule; spoof
word-list-01.html,10,Oblivious,totally unaware
word-list-01.html,10,Podium,raised platform
word-list-01.html,10,Resonant,echoing
word-list-01.html,10,Tenuous,flimsy; not solid
word-list-02.html,1,Acrid,sharp; pungent (used of smells and tastes)
word-list-02.html,1,Boorish,ill-mannered
word-list-02.html,1,Cynical,believing that people act only out of selfish motives
word-list-02.html,1,Epistle,a letter (form of communication)
word-list-02.html,1,Heresy,against orthodox opinion
word-list-02.html,1,Lance,spear; spike; javelin
word-list-02.html,1,Obscure,difficult to understand; partially hidden
word-list-02.html,1,Poignant,deeply moving; strongly affecting the emotions
word-list-02.html,1,Respite,a break; intermission
word-list-02.html,1,Terse,concise; to the point
word-list-02.html,2,Acrophobia,fear of heights
word-list-02.html,2,Bourgeois,middle class
word-list-02.html,2,Debility,weakness; incapacity
word-list-02.html,2,Epistolary,concerned with letters; through correspondence
word-list-02.html,2,Hiatus,interruption; pause
word-list-02.html,2,Languid,tired; slow
word-list-02.html,2,Obscured,hidden; covered; buried
word-list-02.html,2,Poised,calm; collected; self-possessed
word-list-02.html,2,Resplendent,shining; glowing
word-list-02.html,2,Therapeutic,medicinal; curative
word-list-02.html,3,Acuity,sharpness (mental or visual)
word-list-02.html,3,Braggart,someone who boasts
word-list-02.html,3,Debunking,exposing false claims or myths
word-list-02.html,3,Epitomized,typified; characterized; personified
word-list-02.html,3,Hidebound,rigid in opinions
word-list-02.html,3,Languish,decay; fade away; get weaker
word-list-02.html,3,Obsequious,servile; submissive
word-list-02.html,3,Polemical,causing debate or argument
word-list-02.html,3,Restorative,a tonic
word-list-02.html,3,Thwart,prevent; frustrate
word-list-02.html,4,Adamant,forceful; inflexible
word-list-02.html,4,Brawny,muscular
word-list-02.html,4,Decathlon,an athletic competition with ten events
word-list-02.html,4,Equivocate,speak ambiguously; avoid telling the truth
word-list-02.html,4,Hieroglyphics,1. picture writing; 2. writing which is difficult to read or enigmatic
word-list-02.html,4,Larceny,theft; robbery; stealing
word-list-02.html,4,Obsession,a dominating concern
word-list-02.html,4,Ponderous,weighty; slow and heavy
word-list-02.html,4,Retention,preservation; withholding
word-list-02.html,4,Timorous,cowardly; fearful
word-list-02.html,5,Adroit,skilful / skillful
word-list-02.html,5,Brevity,being brief
word-list-02.html,5,Decorum,"dignified, correct behavior [decorous (a)]"
word-list-02.html,5,Err,make a mistake
word-list-02.html,5,Hinder,obstruct
word-list-02.html,5,Largess,generosity
word-list-02.html,5,Obsolete,no longer valid
word-list-02.html,5,Pontificate,speak pompously or dogmatically
word-list-02.html,5,Reticent,restrained; holding something back; uncommunicative
word-list-02.html,5,Tirade,stream of verbal abuse
word-list-02.html,6,Adulation,strong admiration; worship
word-list-02.html,6,Bristle,to show irritation
word-list-02.html,6,Decoy,lure; trap; trick
word-list-02.html,6,Erratic,wandering; irregular
word-list-02.html,6,Histrionic,theatrical; exaggerated
word-list-02.html,6,Laud,praise
word-list-02.html,6,Obstreperous,noisy and boisterous
word-list-02.html,6,Portend,foretell
word-list-02.html,6,Retraction,withdrawal; cancellation of a statement
word-list-02.html,6,Titter,giggle quietly
word-list-02.html,7,Adversity,hardship
word-list-02.html,7,Broach,start to discuss; approach
word-list-02.html,7,Deference,respect
word-list-02.html,7,Esoteric,obscure and difficult to understand
word-list-02.html,7,Hoary,old
word-list-02.html,7,Lavish,on a grand scale; wasteful
word-list-02.html,7,Obtuse,mentally dull
word-list-02.html,7,Portent,a warning sign; omen
word-list-02.html,7,Revere,worship
word-list-02.html,7,Tome,large book
word-list-02.html,8,Advocate,support
word-list-02.html,8,Brusque,blunt; abrupt
word-list-02.html,8,Defoliate,cause leaves to fall off
word-list-02.html,8,Espouse,promote; take up; support
word-list-02.html,8,Hone,sharpen; increase; whet
word-list-02.html,8,Lax,careless; not strict
word-list-02.html,8,Obviate,avoid; make unnecessary
word-list-02.html,8,Poseur,someone who puts on an act
word-list-02.html,8,Riddled,full of (usually full of holes)
word-list-02.html,8,Torpid,inactive; lazy; stagnant
word-list-02.html,9,Aesthetic,concerning art or beauty
word-list-02.html,9,Bulwark,fortification; barricade; wall
word-list-02.html,9,Defunct,no longer in existence
word-list-02.html,9,Etymology,the study of word origins
word-list-02.html,9,Hyperbole,grossly exaggerated speech
word-list-02.html,9,Legend,1. key to map;  2. myth or story
word-list-02.html,9,Odious,hateful
word-list-02.html,9,Posterity,future generations
word-list-02.html,9,Rife,common
word-list-02.html,9,Torpor,dormancy; sluggishness; inactivity
word-list-02.html,10,Affable,friendly; social; easygoing
word-list-02.html,10,Bureaucracy,officialdom
word-list-02.html,10,Degradation,deprivation; poverty; debasement
word-list-02.html,10,Eulogy,praise
word-list-02.html,10,Hypochondriac,a person obsessed with health; having imaginary illnesses
word-list-02.html,10,Legion,in large numbers
word-list-02.html,10,Officious,domineering; intrusive; meddlesome
word-list-02.html,10,Posthumous,after death
word-list-02.html,10,Rigor,thoroughness
word-list-02.html,10,Totter,walk unsteadily
